"Include","Confidence","Name","Brand","Model","Category","Description","ImagePath","ImageUrl","SourcePage","ListingType","CallForPrice","Quantity","Status","Published","Featured","DisplayOrder","ExcludeReason"
"YES","93","Fixed Position Electromagnetic Drill Press with 3/4 in. Motor | (4210-1)","Milwaukee","","Power Tools","This combination unit features the 4202 fixed position variable speed base and the 4262-1 3/4 in. drill motor. All you need is a bit and you are ready to drill into any ferrous material 1/2 in. and thicker.","images/milwaukee/4210-1.jpg","https://billsequipment.mydomain.com/images/milwaukee/4210-1.jpg","https://billsequipment.mydomain.com/milwaukee.htm","product","YES","1","active","YES","NO","1790",""
"YES","93","Milwaukee 10 Amp Sawzall® Reciprocating Saw w/Case (6509-21)","Milwaukee","","Power Tools","Milwaukee's 10 amp Sawzall® Reciprocating Saw is the most durable reciprocating saw on the market, and at only 7 pounds, it offers the best power to weight ratio in its class. The saw offers a 0-2800 strokes per minute variable speed trigger with 3/4 in. stroke length and a Quik-Lok™ blade clamp for fast, tool-less blade changes. The rubber boot provides superior gripping, and the adjustable shoe provides longer blade life and more cut control. The blades can even be clamped upside down for special cutting needs.","images/milwaukee/6509-22.jpg","https://billsequipment.mydomain.com/images/milwaukee/6509-22.jpg","https://billsequipment.mydomain.com/milwaukee.htm","product","YES","1","active","YES","NO","1800",""
"YES","90","MODEL-2001","NED Corp","2001","Power Tools","NED’s Model 2001 Drill Rig is designed and built for years of trouble free service. With the industry’s largest column for its class it provides maximum rigidity for straight, accurate wet drilling of holes up to 10"" in diameter standard. Holes up to 14"" can be drilled using optional motor spacer blocks.","images/nedcorp/drillrig_2001.jpg","https://billsequipment.mydomain.com/images/nedcorp/drillrig_2001.jpg","https://billsequipment.mydomain.com/nedcorp.htm","product","YES","1","active","YES","NO","1810",""
"YES","90","MODEL-3001","NED Corp","3001","Power Tools","NED's Model 3001 extra heavy duty drill rig is designed for tough wet drilling jobs where a larger diameter and/or extra height capacity is required.","images/nedcorp/drillrig_3001.jpg","https://billsequipment.mydomain.com/images/nedcorp/drillrig_3001.jpg","https://billsequipment.mydomain.com/nedcorp.htm","product","YES","1","active","YES","NO","1820",""
"YES","90","MODEL-4001","NED Corp","MODEL-4001","Power Tools","The 4001 Hand Held Core Drill is the most powerful hand-held drilling machine. The 3-speed 4001 is fast and efficient in drilling holes in walls, floors, and ceilings. The 4001 Hand Held Core Drill is designed for a variety of materials, including Concrete, Reinforced Concrete, Brick, Stone, Block, Chemical Anchors, and Wedge Anchors.","images/nedcorp/hhdrill_2.jpg","https://billsequipment.mydomain.com/images/nedcorp/hhdrill_2.jpg","https://billsequipment.mydomain.com/nedcorp.htm","product","YES","1","active","YES","NO","1830",""
"YES","90","MODEL-5001","NED Corp","MODEL-5001","Power Tools","The 5001-2 Hand Held Pneumatic Core Drill is powerful and compact. Its 2.1 HP motor is ideal for cutting holes in walls floors or ceilings. It works with a variety of materials including concrete, brick, stone, block, reinforced concrete, chemical anchors and wedge anchors.","images/nedcorp/5001-2.jpg","https://billsequipment.mydomain.com/images/nedcorp/5001-2.jpg","https://billsequipment.mydomain.com/nedcorp.htm","product","YES","1","active","YES","NO","1840",""
"YES","93","The Saw Devil - CS1","Stone","","Power Tools","The Saw Devil CS1 is a lightweight push saw ideal for small flat cutting jobs such as floors and pavement patching and repair, expansion joint cutting, conduit channel cutting and a variety of other flat work. It accommodates 12"" and 14"" blades for a maximum depth cut of up to 4 5/8"".","images/stonemixers/cs1.jpg","https://billsequipment.mydomain.com/images/stonemixers/cs1.jpg","https://billsequipment.mydomain.com/stone.htm","product","YES","1","active","YES","NO","1850",""
"YES","93","The Saw Devil - CS2","Stone","","Power Tools","The Saw Devil CS2 is a heavy-duty push saw ideal for jobs requiring precision cutting including floors, pavements, walkways, ramps or any flat sawing application. It accommodates 12"", 14"", 16"", or 18"" blades for a maximum depth cut of up to 6 5/8"".","images/stonemixers/cs2.jpg","https://billsequipment.mydomain.com/images/stonemixers/cs2.jpg","https://billsequipment.mydomain.com/stone.htm","product","YES","1","active","YES","NO","1860",""
"YES","100","Bender (MB-25HD","Multiquip","MB-25HD","Rebar Cutters/Benders",") | To complement our line of quality rebar cutters, Multiquip brings you the industry's preferred rebar bender. | | The MB-25HD bends rebar up to 1 inch (2.5 cm) in diameter in mere seconds. This tool is easy to use, practically maintenance-free and comes with a standard foot switch for high-production bending. Driven by a 115V, single-phase electric motor, the MB-25HD is suitable for use in the shop or on the job site and its single knob control lets the operator select the precise bending angle up to 180 degrees. The rebar bender also has four built-in lifting handles and includes a tool kit.","images/multiquip/MB-25HD.gif","https://billsequipment.mydomain.com/images/multiquip/MB-25HD.gif","https://billsequipment.mydomain.com/multiquip.htm | https://billsequipment.mydomain.com/rebarcuttersbenders.htm","product","YES","1","active","YES","NO","1870",""
"YES","100","Cutter (BC-25","Multiquip","BC-25","Rebar Cutters/Benders",") | Squeeze a trigger and rebar is cut quickly and effectively. It's as simple as that with Multiquip's high performing rebar cutters. | | Driven by a 115V electric motor, the BC-25 can be bench mounted at the shop or used on site from the back of a pick-up truck. This rebar cutter is designed for the biggest jobs around, slicing rebar up to 1-inch thick (2.5 cm). The units parts are all machined to tight tolerances for optimum effectiveness and Multiquip guarantees its reliability by subjecting each rebar cutter to no-load and actual-load tests prior to delivery.","images/multiquip/BC-25.gif","https://billsequipment.mydomain.com/images/multiquip/BC-25.gif","https://billsequipment.mydomain.com/multiquip.htm | https://billsequipment.mydomain.com/rebarcuttersbenders.htm","product","YES","1","active","YES","NO","1880",""
"YES","100","HBC-series Cutter (HBC-19)","Multiquip","HBC-19","Rebar Cutters/Benders","Multiquip's rebar cutters let one operator slice rebar more efficiently than manual cutters, torches and saws. | | The hand-held HBC-19 cuts rebar up to 0.75-inches (2 cm) thick in 3 seconds with a 115V, 60 Hz single-phase motor. This rebar cutter has a built-in hydraulic pump with innovative magnetic particle filtering to ensure maximum performance. Our blades are manufactured from heat-treated, high-strength machine steel that is easily rotated for prolonged use and increased service life. The convenient HBC-19 weighs only 27 pounds (12 kg).","images/multiquip/Hbc-19.gif","https://billsequipment.mydomain.com/images/multiquip/Hbc-19.gif","https://billsequipment.mydomain.com/multiquip.htm | https://billsequipment.mydomain.com/rebarcuttersbenders.htm","product","YES","1","active","YES","NO","1890",""
"YES","93","RD 25","Wacker","","Rollers","Hydrostatic Vibratory Roller | Rollers offer easy maneuverability and high productivity. | WACKER's RD 15 and rollers feature a dual drum series hydraulic drive system for maximum traction. A twin cylinder diesel engine is fully enclosed for long life and quiet operation. Pressurized water sprinkler system provides positive drum lubrication on asphalt. Articulated steering ensures drums track directly for clean finishes.","images/wacker/rd25.gif","https://billsequipment.mydomain.com/images/wacker/rd25.gif","https://billsequipment.mydomain.com/rollers.htm | https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","1900",""
"YES","93","Wacker Roller","Wacker","","Rollers","RD 11A | Hydrostatic Double Drum Vibratory Roller | Versatile rollers provide excellent compaction results | WACKER's RD 11 roller series feature dual drum drive and articulated steering for extremely accurate control. The hydrostatic drive with infinitely variable forward and reverse operation and even accelerations and stops guarantees a smooth asphalt finish. Front drum vibration with static rear drum leaves excellent asphalt finish.","images/wacker/rd11a.gif","https://billsequipment.mydomain.com/images/wacker/rd11a.gif","https://billsequipment.mydomain.com/rollers.htm | https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","1910",""
"YES","93","Wacker Roller","Wacker","","Rollers","RD 7H | Double Drum Vibratory Roller | WACKER's multipurpose roller for excellent productivity | This walk-behind, double drum vibratory roller is capable of performing a wide range of soil and asphalt compaction applications. The exclusive compact design allows for tight side clearance on both sides of the roller. Plus the totally hydrostatic drive eliminates mechanical components providing for less maintenance and greater reliability.","images/wacker/rd7h.gif","https://billsequipment.mydomain.com/images/wacker/rd7h.gif","https://billsequipment.mydomain.com/rollers.htm | https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","1920",""
"YES","100","Americana 4-point Suspension | Meets ANSI z89.1, Type 1, Class C, E and G Requirements","ERB Safety","Z107","Safety Equipment","Hi-Viz Yellow and Hi-Viz Lime meet the chromaticity and luminance requirements for background material in ANSI Z107.","images/ERB/ERB hats 1.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20hats%201.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","1950",""
"YES","95","Economy - Class 2 (S363)","ERB Safety","S363","Safety Equipment","Economy - Class 2 (S362)","images/ERB/ERB vests_Economy - Class 2 S362.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20vests_Economy%20-%20Class%202%20S362.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","1960",""
"YES","95","Economy - Class 2 (S368)","ERB Safety","S368","Safety Equipment","","images/ERB/ERB vests_Economy - Class 2 S388.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20vests_Economy%20-%20Class%202%20S388.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","1970",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 11.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%2011.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","1980",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 4.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%204.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","1990",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 6.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%206.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2000",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 5.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%205.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2010",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 9.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%209.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2020",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 8.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%208.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2030",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 3.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%203.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2040",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 10.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%2010.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2050",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 7.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%207.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2060",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 2.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%202.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2070",""
"YES","88","ERB Safety Safety Glasses","ERB Safety","","Safety Equipment","","images/ERB/ERB glasses 1.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20glasses%201.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2080",""
"YES","95","Hi-Viz Rain Wear - Class 3 (S371)","ERB Safety","S371","Safety Equipment","","images/ERB/ERB Hi-Viz Rain Wear - Class 3 - S371.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20Hi-Viz%20Rain%20Wear%20-%20Class%203%20-%20S371.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2090",""
"YES","100","Hi-Viz Rain Wear - Class 3 (S373PT)","ERB Safety","S373PT","Safety Equipment","Hi-Viz Rain Wear - Class 3 (S373)","images/ERB/ERB Hi-Viz Rain Wear - Class 3 - S373.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20Hi-Viz%20Rain%20Wear%20-%20Class%203%20-%20S373.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2100",""
"YES","95","Jackets - Class 3 (S374)","ERB Safety","S374","Safety Equipment","Jackets - Class 3 (S372)","images/ERB/ERB Jackets - Class 3 - S372.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20Jackets%20-%20Class%203%20-%20S372.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2110",""
"YES","100","Most Popular Mesh - Class 2 (S15Z)","ERB Safety","S15Z","Safety Equipment","Most Popular Mesh - Class 2 (S15)","images/ERB/ERB vests_Most Popular Mesh - Class 2 S15.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20vests_Most%20Popular%20Mesh%20-%20Class%202%20S15.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2120",""
"YES","100","Omega II 6-point Suspension | Meets ANSI z89.1, Type 1, Class C, E and G Requirements","ERB Safety","Z107","Safety Equipment","Hi-Viz Yellow and Hi-Viz Lime meet the chromaticity and luminance requirements for background material in ANSI Z107.","images/ERB/ERB hats 2.jpg","https://billsequipment.mydomain.com/images/ERB/ERB%20hats%202.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2130",""
"YES","93","Gemtor Safety Harness","Gemtor","","Safety Equipment","Model # 859 | Lightweight, sub-pelvic, | polyester full-body harness with adjustable shoulder straps, tongue buckles on leg straps and waist belt and quick connect buckle on chest strap. | Meets OSHA, ANSI standards","images/gemtor/859.gif","https://billsequipment.mydomain.com/images/gemtor/859.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2140",""
"YES","93","Gemtor Safety Harness","Gemtor","","Safety Equipment","Model # 933 | Lightweight, sub-pelvic, polyester full-body harness. Features front D-ring for ladder climbing, positioning, suspension, rescue or restraint. Quick connect buckles on leg straps and at hip for easy donning and doffing. | (pat. pend.) | Meets OSHA, ANSI standards","images/gemtor/933.gif","https://billsequipment.mydomain.com/images/gemtor/933.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2150",""
"YES","93","Gemtor Safety Harness","Gemtor","","Safety Equipment","Model # 922 | Lightweight, sub-pelvic, polyester full-body harness. Ideal when a worker is assigned his own harness. Once adjusted the quick connect buckles on the chest and leg straps make donning and doffing fast and simple with additional adjustment necessary only when compensating for seasonal clothing changes. | New York State Approval # 9593 | Meets OSHA, ANSI standards","images/gemtor/922.gif","https://billsequipment.mydomain.com/images/gemtor/922.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2160",""
"YES","93","Gemtor Safety Harness","Gemtor","","Safety Equipment","Model # 900 | Lightweight, sub-pelvic, polyester full-body harness. Designed for ease of mobility and all day comfort. Features include quick connect leg straps and chest strap. | New York State Approval # 9592 | Meets OSHA, ANSI standards","images/gemtor/900.gif","https://billsequipment.mydomain.com/images/gemtor/900.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2170",""
"YES","93","Gemtor Safety Harness","Gemtor","","Safety Equipment","Model # 932 | Lightweight, sub-pelvic, polyester full-body harness. The Infinitely adjustable friction buckles on the leg straps and quick connect chest strap makes the 932 the perfect solution when a harness must be shared among workers. | New York State Approval # 9594 | Meets OSHA, ANSI standards","images/gemtor/932.gif","https://billsequipment.mydomain.com/images/gemtor/932.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2180",""
"YES","100","Gemtor SRL-30 Equipment","Gemtor","SRL-30","Safety Equipment","SRL Series | with steel housing and cable lifeline (spectra rope available) Available Models: | SRL-30 - 30' long galvanized steel lifeline, 20 lbs. | SRL-30S - 30' long stainless steel lifeline, 20 lbs. | SRL-50 - 50' long galvanized steel lifeline, 27 lbs. | SRL-50S - 50' long stainless steel lifeline, 27 lbs. | SRL-65 - 65' long galvanized steel lifeline, 30 lbs. | SRL-65S - 65' long stainless steel lifeline, 30 lbs.","images/gemtor/srl.gif","https://billsequipment.mydomain.com/images/gemtor/srl.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2190",""
"YES","100","Gemtor SWL-11 Equipment","Gemtor","SWL-11","Safety Equipment","SWL Series | with 1"" wide polyester web lifeline Available Models: | SWL-11 - Aluminum housing, 11' long web lifeline, 8.25 lbs. | SWL-20 - Steel housing, 20' long web lifeline, 13.5 lbs. | SWL-30 - Steel housing, 30' long web lifeline, 14.5 lbs.","images/gemtor/SWL.gif","https://billsequipment.mydomain.com/images/gemtor/SWL.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2200",""
"YES","83","Model # 955H (shown)","Gemtor","","Safety Equipment","Model # 955 | Sub-pelvic, polyester full-body harness with foam back pad, and removable, heavy-duty tongue buckle waist belt. Other features include adjustable shoulder straps and quick connect chest and leg straps. | - Same as #955 except with Positioning D-rings on back pad.","images/gemtor/955h.gif","https://billsequipment.mydomain.com/images/gemtor/955h.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2210",""
"YES","90","Model # SP1101EL6","Gemtor","SP1101EL6","Safety Equipment","Expanding Soft-Pack energy absorber with 1"" wide x 6' long polyester web lanyard with a locking snaphook at each end. Retracts to 4 ½' when not in use.","images/gemtor/sl1101el_nb.gif","https://billsequipment.mydomain.com/images/gemtor/sl1101el_nb.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2220",""
"YES","90","Model # SP1101L","Gemtor","SP1101L","Safety Equipment","Soft-Pack energy absorber with 1"" wide polyester web lanyard with a locking snaphook at each end","images/gemtor/sp1101l_nb.gif","https://billsequipment.mydomain.com/images/gemtor/sp1101l_nb.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2230",""
"YES","90","Model # SP202L","Gemtor","SP202L","Safety Equipment","Soft-Pack energy absorber with ¼"" diameter vinyl coated galvanized steel cable lanyard with locking snaphooks at each end.","images/gemtor/sp202l_nb.gif","https://billsequipment.mydomain.com/images/gemtor/sp202l_nb.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2240",""
"YES","90","Model # SP2215L","Gemtor","SP2215L","Safety Equipment","Soft-Pack energy absorber with ½"" wide polyester rope lanyard with a locking snaphook at each end.","images/gemtor/sp2215l_nb.gif","https://billsequipment.mydomain.com/images/gemtor/sp2215l_nb.gif","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2250",""
"YES","90","Model # VF505","Gemtor","VF505","Safety Equipment","Automatic energy absorbing rope grab follows a worker up and down a 5/8""- 3/4"" diameter vertical synthetic lifeline. The unit's controlled, shock-absorbing action eliminates the need for an energy absorbing lanyard. The patented design allows the rope grab to be attached, detached and positioned at any point on the vertical lifeline. Weighs 1 1/2 lbs. and is made of stainless steel. New York State Approval # 9502 | Other Available Models: | VF505WL2 - rope grab with permanently attached 2' long x 1"" wide polyester web lanyard with Model # 3155 locking snaphook. | VF505WL3 - Same as above except 3' long.","images/gemtor/VF505.jpg","https://billsequipment.mydomain.com/images/gemtor/VF505.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2260",""
"YES","90","Model # VW655","Gemtor","VW655","Safety Equipment","Replaces Model # VW651 | | Stainless steel cable grab for use with 5/16"" - 3/8"" diameter stainless steel wire rope (7x19 aircraft cable, non-lubed). Can be attached, detached, and positioned at any point on the vertical lifeline. Weighs 1 1/2 lbs. An energy absorber lanyard shall be used for connection to a full-body harness.","images/gemtor/VW655.jpg","https://billsequipment.mydomain.com/images/gemtor/VW655.jpg","https://billsequipment.mydomain.com/safetyequipment.htm","product","YES","1","active","YES","NO","2270",""
"YES","100","MC250 Curbilder™ (Landscabe Curb Machine)","Miller","MC250","Safety Equipment","The MC250 is a smaller version of the MC family of extruded curbing machines and benefits from Miller’s 40-plus years experience in manufacturing extruded curbing machines. | The MC250 can be used in a variety of applications that require the placement of durable concrete edging such as golf courses, parks and recreation areas, water retention areas, garden borders, and miniature putting greens. | In addition to placing decorative landscape curbing, the MC250 is capable of placing commercial tack-down curbing ranging from low profile rollover curbs to standard parking lot curbing. | The auger provides a constant flow of mix under pressure through a compaction tube into the form. This process produces a finished curb that has greater strength than curb placed by a plunger machine. | The MC250 has a higher production rate of up to 12 feet a minute when using a mix with 3/8"" aggregate. | | The MC250 includes numerous safety and operation features found on the MC550 family of commercial extrusion machines and is backed by Miller’s exclusive 6-year warranty.","images/miller/mc250.gif","https://billsequipment.mydomain.com/images/miller/mc250.gif","https://billsequipment.mydomain.com/miller.htm","product","YES","1","active","YES","NO","2280",""
"YES","100","**RT-5250-2XP includes","RoboToolz","RT-A1150-123","Safety Equipment","RT-5250-2XP: The high powered laser provides the construction professional with all the benefits of a self leveling laser level and the flexibility of 90 degree plumb beam capability. | Models: | Laser tool, laser detector, rod bracket, laser target, laser enhancement glasses, hard shell kitbox and user guide. | **RT-5250-2XPKT also includes: RT-5250-2XP, 123 Tripod™ (RT-A1150-123) and Grade Rod (RT-A1450) | **Also available: Standard powered models RT-5250-1, RT-5250-1K and RT-5250-1-KT","images/robotoolz/250.gif","https://billsequipment.mydomain.com/images/robotoolz/250.gif","https://billsequipment.mydomain.com/robotoolz.htm","product","YES","1","active","YES","NO","2290",""
"YES","100","**RT-7690-2XPKT also includes","RoboToolz","RT-A1150-123","Safety Equipment","RT-7690-2XP: The high-power automatic leveling, remote controlled, simultaneous level and plumb rotational laser system for interior and exterior applications. | Models: | **RT-7690-2XP includes: Laser tool, RF remote control/laser detector, rod bracket, AC/DC adapter, laser target, laser enhancement glasses, hard shell kitbox and user guide. | RT-7690- 2XP, 123 Tripod™ (RT-A1150-123) and Grade Rod (RT-A1450) | **Also available: Standard powered models RT-7690-2 and RT-7690-2KT","images/robotoolz/7690.gif","https://billsequipment.mydomain.com/images/robotoolz/7690.gif","https://billsequipment.mydomain.com/robotoolz.htm","product","YES","1","active","YES","NO","2300",""
"YES","93","CT 36ADP – Features and Benefits","Wacker","","Safety Equipment","Unique handle gives operator full control with limited vibration. | Height-adjustable control handle and posi-lock throttle improve operator comfort and reduce fatigue. | Centrifugal clutch ensures no-load starting for easy operation and is self-adjusting for reduced maintenance. | Large pitch-control range gives complete control over finishing and floating for application versatility during operation. | Low center of gravity and completely enclosed belt offers clean and stable operation. Stabilizer ring on larger machines adds to smooth operation and reduces operator fatigue. | Heat treated, ductile cast iron blade pitch control and spider are rust resistant for long life. | Choice of handle style, WACKER-type or bicycle grip, for user preference. | Mechanical shut off quickly stops handle rotation when released for operator safety.","images/wacker/ct36adp.jpg","https://billsequipment.mydomain.com/images/wacker/ct36adp.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","2310",""
"YES","100","WB-16a – Features and Benefits","Wacker","B56.8-1993","Safety Equipment","Variable speed hydrostatic drive system with squeeze grip control lever and thumb operated forward and reverse control. | Thumb operated dump control allows for easy dumping and spreading of materials, while keeping both hands on handlebars. | Large capacity polyethylene bucket with high adjustable tip angle for easy unloading of materials. | Large capacity fuel tank provides long uninterrupted operation. | High splash guard reduces splattering of concrete outside bucket. | Removable outer tires for easy access into narrow areas. | Locking pin on operator platform provides greater stability for operator. | Foot-operated scrub brake with lock for parking machine. | Power buggy meets or exceeds ASME B56.8-1993 Safety Standard for stability and braking.","images/wacker/wb-16a.jpg","https://billsequipment.mydomain.com/images/wacker/wb-16a.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","2320",""
"YES","88","Folding Scaffold (0063-0435-54) | Handy Roll, 27""W x 64""L x 51""H, with 2 casters and 2 steel planks","Bil-Jax","","Scaffolding","Wt. 106","images/bil-jax/0063-0435.gif","https://billsequipment.mydomain.com/images/bil-jax/0063-0435.gif","https://billsequipment.mydomain.com/bil-jax.htm | https://billsequipment.mydomain.com/scaffolding.htm","product","YES","1","active","YES","NO","2330",""
"YES","93","WX 10","Honda","","Water Pumps","1 inch pump | This quiet operating, 4 cycle Honda powered water pump with 40 gallon per minute performance is an excellent choice for homeowners, gardeners and boat owners.","images/honda/wx10-150.gif","https://billsequipment.mydomain.com/images/honda/wx10-150.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","2350",""
"YES","93","MS1 Block Saw","Stone","","Water Pumps","(Click for larger) | ! | | | The ""Handy Li'l Devil"" - MS1. Tough, Fast, Portable. The MS1 is lightweight and easily transportable. Use it on a table, truck bed, or anywhere on the job with its optional leg kit. | Cuts block to 5"" depth (14"" blade guard). Easily portable, lightweight, compact design. Head, bed and optional stand easily separate into sections. Electric water pump standard on electric MS1 models. Belt driven water pump on gas MS1 models. OSHA compliant electric motors and pumps match voltage. Blade wrench to change blades or remove cutting head standard","images/stonemixers/ms1.jpg","https://billsequipment.mydomain.com/images/stonemixers/ms1.jpg","https://billsequipment.mydomain.com/stone.htm","product","YES","1","active","YES","NO","2360",""
"YES","93","MS2 Block Saw","Stone","","Water Pumps","The ""Smart Li'l Devil"" - MS2 is the Professional Choice. The MS2 is extra rugged and heavy-duty, ideal for stationary production work of virtually all masonry materials. | Cuts blocks to an 8"" depth (up to 20"" blade capacity). Three-way blade positioning system -- foot pedal, heavy-duty hand crank, or blade lever -- meets any operator need. Convenient hands-free operation for raising and lowering blade with spring-loaded foot pedal. Reinforced tri-leg base with bi-directional, heavy-duty forklift brackets. Stationary gas engine mounting does not tilt with blade. Electric water pump standard on electric MS2 models. Belt-driven water pump standard on gas MS2 models. Blade wrench to change blades or remove cutting head standard. | | (Click for larger)","images/stonemixers/ms2.jpg","https://billsequipment.mydomain.com/images/stonemixers/ms2.jpg","https://billsequipment.mydomain.com/stone.htm","product","YES","1","active","YES","NO","2370",""
"YES","93","PT 2H","Wacker","","Water Pumps","50mm/2in Centrifugal Trash Pump | High performance centrifugal trash pumps designed to keep your jobsite dry | WACKER's centrifugal trash pumps have proven themselves on jobsites around the world. With its radial flow design and built-in contractor friendly features, this line of trash pump has redefined the quality and durability standards of self-priming centrifugal trash pumps.","images/wacker/pt2h.gif","https://billsequipment.mydomain.com/images/wacker/pt2h.gif","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","2380",""
"YES","93","PTS 4V","Wacker","","Water Pumps","4in Centrifugal Trash Pump | High performance centrifugal trash pumps designed to keep your jobsite dry | WACKER's centrifugal trash pumps have proven themselves on jobsites around the world. With its radial flow design and built-in contractor friendly features, this line of trash pump has redefined the quality and durability standards of self-priming centrifugal trash pumps.","images/wacker/pts4v.gif","https://billsequipment.mydomain.com/images/wacker/pts4v.gif","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","2390",""
